u,v,matched_ref,route_no,road_name,highway,oneway,maxspeed,lanes,name,segment_length_m
3088508767,570765602,A10,AA010,Katugastota - Kurunegala - Puttalam,trunk,False,60,2,T. B. Illangaratne Mawatha (Galagedara Road),195.04731668784632
3088516296,3088508709,A10,AA010,Katugastota - Kurunegala - Puttalam,trunk,False,60,2,T. B. Illangaratne Mawatha (Galagedara Road),14.631106007693607
3088516296,3088508750,A10,AA010,Katugastota - Kurunegala - Puttalam,trunk,False,60,2,T. B. Illangaratne Mawatha (Galagedara Road),46.07766834879414
3090078667,3090559903,A4,AA004,Colombo - Ratnapura - Wellawaya - Batticaloa,trunk,False,72,2,Colombo-Ratnapura Road,391.25883593947
3090078667,309033793,A4,AA004,Colombo - Ratnapura - Wellawaya - Batticaloa,trunk,False,72,2,Colombo-Ratnapura Road,12430.393449969246
3090460074,3090460083,A2,AA002,Colombo - Galle - Hambantota - Wellawaya,trunk,False,50,2,Galle Road,50.00417022297897
3090460074,60797926,A2,AA002,Colombo - Galle - Hambantota - Wellawaya,trunk,False,"['50', '70']",2,Galle Road,6489.666165726138
3090460083,198851718,A2,AA002,Colombo - Galle - Hambantota - Wellawaya,trunk,False,"['50', '70']","['4', '2']",Galle Road,4466.136577000103
3090460083,3090460074,A2,AA002,Colombo - Galle - Hambantota - Wellawaya,trunk,False,50,2,Galle Road,50.00417022297897
3090559903,2149942832,A4,AA004,Colombo - Ratnapura - Wellawaya - Batticaloa,trunk,False,72,2,"['Kuru Ganga Bridge', 'Colombo Road', 'Colombo-Ratnapura Road']",19358.949399321104
3090559903,3090078667,A4,AA004,Colombo - Ratnapura - Wellawaya - Batticaloa,trunk,False,72,2,Colombo-Ratnapura Road,391.25883593947
3095525776,3491138212,A7,AA007,Avissawella - Hatton - Nuwara Eliya,trunk,False,60,2,Yatiyantota Road,27.876916150565187
3095525776,127659606,A7,AA007,Avissawella - Hatton - Nuwara Eliya,trunk,False,60,2,"['Talduwa Bridge', 'Yatiyantota Road']",1381.5003487937115
3109024823,5969036508,A4,AA004,Colombo - Ratnapura - Wellawaya - Batticaloa,trunk,True,60,2,High Level Road,35.27946841066111
3120470733,3514813026,A21,AA021,Kegalle - Bulathkohupitiya - Karawanella,trunk,False,60,2,Kegalle-Bulathkohupitiya-Karawanella Road,3487.879698449876
3120470733,3763282547,A21,AA021,Kegalle - Bulathkohupitiya - Karawanella,trunk,False,60,2,Kegalle-Bulathkohupitiya-Karawanella Road,8801.259758072423
3129331583,2015265450,A7,AA007,Avissawella - Hatton - Nuwara Eliya,trunk,True,40,1,Yatiyantota Road,31.259924186736196
3136299955,259648440,A4,AA004,Colombo - Ratnapura - Wellawaya - Batticaloa,trunk,True,60,2,Sir Chittampalam A. Gardiner Mawatha,583.1750123662018
3136385191,3141171382,A1,AA001,Colombo - Kandy,trunk,True,60,2,Chatham Street,46.093643293467295
3136385191,3136385193,A4,AA004,Colombo - Ratnapura - Wellawaya - Batticaloa,trunk,True,60,2,"['Lotus Road', 'Chatham Street']",67.72326660930904
3136385193,1280869013,A4,AA004,Colombo - Ratnapura - Wellawaya - Batticaloa,trunk,True,50,4,Lotus Road,87.42783708986516
3136385196,3073676023,A1,AA001,Colombo - Kandy,trunk,True,60,2,Olcott Mawatha,945.9858556497126
3141171382,3136385196,A1,AA001,Colombo - Kandy,trunk,True,60,2,Olcott Mawatha,31.94231911754258
3145257097,1723290054,A18,AA018,Pelmadulla - Embilipitiya - Nonagama,trunk,False,72,,Pelmadulla-Embilipitiya Road,26.292767839203297
3145257097,3155986410,A18,AA018,Pelmadulla - Embilipitiya - Nonagama,trunk,False,72,,Pelmadulla-Embilipitiya Road,10273.094512468855
3147021776,1985676796,A18,AA018,Pelmadulla - Embilipitiya - Nonagama,trunk,False,72,2,Embilipitiya-Nonagama Road,11549.852028524141
3147021776,10131009918,A18,AA018,Pelmadulla - Embilipitiya - Nonagama,trunk,False,72,2,Embilipitiya-Nonagama Road,34.74975840333732
3147058584,10131009918,A18,AA018,Pelmadulla - Embilipitiya - Nonagama,trunk,False,72,2,Embilipitiya-Nonagama Road,178.29172396582942
3147058584,3147058592,A18,AA018,Pelmadulla - Embilipitiya - Nonagama,trunk,False,72,2,Embilipitiya-Nonagama Road,25.450212594523506
3147058586,3147058592,A18,AA018,Pelmadulla - Embilipitiya - Nonagama,trunk,False,72,,Pelmadulla-Embilipitiya Road,20.79135134093165
3147058586,3155986410,A18,AA018,Pelmadulla - Embilipitiya - Nonagama,trunk,False,72,,Pelmadulla-Embilipitiya Road,924.1105580250805
3147058592,3147058586,A18,AA018,Pelmadulla - Embilipitiya - Nonagama,trunk,False,72,,Pelmadulla-Embilipitiya Road,20.79135134093165
3147058592,3147058584,A18,AA018,Pelmadulla - Embilipitiya - Nonagama,trunk,False,72,2,Embilipitiya-Nonagama Road,25.450212594523506
3150421787,1307348559,A0,AA000,Kollupitiya - Sri Jayewardenepura,trunk,True,60,"['3', '2']",Dudley Senanayake Mawatha (Castle Street),468.22436377773397
3150421800,635117662,A0,AA000,Kollupitiya - Sri Jayewardenepura,trunk,True,60,2,Dudley Senanayake Mawatha (Castle Street),10.524782370030481
3155986410,3147058586,A18,AA018,Pelmadulla - Embilipitiya - Nonagama,trunk,False,72,,Pelmadulla-Embilipitiya Road,924.1105580250805
3155986410,3145257097,A18,AA018,Pelmadulla - Embilipitiya - Nonagama,trunk,False,72,,Pelmadulla-Embilipitiya Road,10273.094512468855
3157384370,603240642,A4,AA004,Colombo - Ratnapura - Wellawaya - Batticaloa,trunk,False,72,2,Ratunapura-Wellawaya Road,17645.39603431525
3157384370,603240427,A4,AA004,Colombo - Ratnapura - Wellawaya - Batticaloa,trunk,False,72,2,Ratunapura-Wellawaya Road,17715.306080638173
3164356590,3355393375,A0,AA000,Kollupitiya - Sri Jayewardenepura,trunk,True,60,3,Alexandra Roundabout,31.71634659146316
3164393649,6258386258,A4,AA004,Colombo - Ratnapura - Wellawaya - Batticaloa,trunk,False,60,"['3', '2']",Sir James Peiris Mawatha,1157.5959176297058
3167641878,1427371818,A1,AA001,Colombo - Kandy,trunk,False,70,2,Colombo-Kandy Road,2760.5683096894772
3167641878,617823296,A1,AA001,Colombo - Kandy,trunk,False,70,2,Colombo-Kandy Road,6061.307674086278
3169826275,3217407684,A5,AA005,Peradeniya - Badulla - Chenkaladi,trunk,False,60,2,Nuwara Eliya Road,2504.5155868132842
3169826275,4142250035,A5,AA005,Peradeniya - Badulla - Chenkaladi,trunk,False,60,2,Nuwara Eliya Road,1917.6616391273676
3170533571,3088508709,A9,AA009,Kandy - Jaffna,trunk,True,60,4,Madawala Road,5.891176342160315
3199600250,7291030424,A33,AA033,Ja-Ela - Ekala - Gampaha - Yakkala,trunk,True,60,2,Gampaha-Ja Ela Road,1907.8304093148947
3203084587,2155672282,A17,AA017,Galle - Deniyaya - Madampe,trunk,False,70,2,Deniyaya Road,1426.6237882651549
3203084587,2155827775,A17,AA017,Galle - Deniyaya - Madampe,trunk,False,70,2,Deniyaya Road,7835.938972666733
3203303832,2334261008,A26,AA026,Kandy - Mahiyangana - Padiyatalawa,trunk,False,"['60', '70']",2,"['Kandy-Mahiyanganaya Road', 'Oruthota Bridge']",17343.717328349532
3203303832,2055564960,A26,AA026,Kandy - Mahiyangana - Padiyatalawa,trunk,False,60,,"['Kandy-Mahiyanganaya Road', 'Kandy-Mahiyanganaya-Padiyatalawa Road']",34864.5392044376
3204336187,2902101194,A10,AA010,Katugastota - Kurunegala - Puttalam,trunk,True,50,1,Kurunegala - Puttalam Road,18.12471096160458
3206095333,4789587325,A1,AA001,Colombo - Kandy,trunk,True,70,2,Colombo-Kandy Road,1591.6717682251742
3213759120,2285202897,A11,AA011,Maradankadawela - Habarana - Tirikkondiadimadu,trunk,False,"['60', '70']",2,Habarana-Trincomalee-Batticaloa Road,3430.3761778287962
3213759120,258025225,A11,AA011,Maradankadawela - Habarana - Tirikkondiadimadu,trunk,False,"['50', '60', '70']",2,Habarana-Trincomalee-Batticaloa Road,18362.741077875216
3215382447,1190507161,A7,AA007,Avissawella - Hatton - Nuwara Eliya,trunk,False,70,2,Hatton Road,5105.832204294173
3215382447,3215585621,A7,AA007,Avissawella - Hatton - Nuwara Eliya,trunk,False,70,2,"['Gingathena Road', 'Colombo Road']",9775.77132286711
3215585621,3216973603,A7,AA007,Avissawella - Hatton - Nuwara Eliya,trunk,False,70,2,Gingathena Road,23825.75165697038
3215585621,3215382447,A7,AA007,Avissawella - Hatton - Nuwara Eliya,trunk,False,70,2,"['Gingathena Road', 'Colombo Road']",9775.771322867111
3216973603,3216973606,A7,AA007,Avissawella - Hatton - Nuwara Eliya,trunk,False,70,2,Gingathena Road,12.568613144166951
3216973603,3215585621,A7,AA007,Avissawella - Hatton - Nuwara Eliya,trunk,False,70,2,Gingathena Road,23825.7516569704
3216973606,3216973603,A7,AA007,Avissawella - Hatton - Nuwara Eliya,trunk,False,70,2,Gingathena Road,12.568613144166951
3216973606,3217149379,A7,AA007,Avissawella - Hatton - Nuwara Eliya,trunk,False,70,2,Gingathena Road,5278.870927378851
3217149379,3216973606,A7,AA007,Avissawella - Hatton - Nuwara Eliya,trunk,False,70,2,Gingathena Road,5278.870927378853
3217149379,3129331580,A7,AA007,Avissawella - Hatton - Nuwara Eliya,trunk,True,40,1,Gingathena Road,36.56041661399978
3217150024,198601066,A21,AA021,Kegalle - Bulathkohupitiya - Karawanella,trunk,True,40,1,Kegalle-Bulathkohupitiya-Karawanella Road,37.15052376164802
3217150036,3217149379,A7,AA007,Avissawella - Hatton - Nuwara Eliya,trunk,True,40,1,Gingathena Road,37.42752236012638
3217232039,2015265415,A21,AA021,Kegalle - Bulathkohupitiya - Karawanella,trunk,True,40,1,Kegalle-Bulathkohupitiya-Karawanella Road,35.72724167116916
3217407684,3169826275,A5,AA005,Peradeniya - Badulla - Chenkaladi,trunk,False,60,2,Nuwara Eliya Road,2504.515586813284
3217407684,49378902,A5,AA005,Peradeniya - Badulla - Chenkaladi,trunk,False,60,2,Nuwara Eliya Road,1393.4015711438205
3218446414,3021911951,A9,AA009,Kandy - Jaffna,trunk,False,60,,"['D. S. Senanayake Veediya (Trincomalee Street)', 'Katugastota Road']",995.4889905055479
3218446414,4019244695,A9,AA009,Kandy - Jaffna,trunk,True,60,,Katugastota Road,30.143829622276865
3219884852,3803143155,A1,AA001,Colombo - Kandy,trunk,False,70,2,Colombo-Kandy Road,550.0531802954121
3219884852,3224489753,A1,AA001,Colombo - Kandy,trunk,False,70,2,Colombo-Kandy Road,103.7553128707707
3219885863,4929241947,A21,AA021,Kegalle - Bulathkohupitiya - Karawanella,trunk,True,60,1,Bulathkohupitiya Road,20.16347556777946
3219914004,4929241573,A21,AA021,Kegalle - Bulathkohupitiya - Karawanella,trunk,True,60,1,Kalugalla Mawatha,21.479398605299558
3219994344,4929242050,A1,AA001,Colombo - Kandy,trunk,False,70,2,Colombo-Kandy Road,509.40626164989516
3219994344,3220121962,A1,AA001,Colombo - Kandy,trunk,False,70,2,Colombo-Kandy Road,223.98849534101987
3219994344,3796385433,A1,AA001,Colombo - Kandy,trunk,False,70,2,Colombo-Kandy Road,296.67130069369705
3220016719,3220025120,A21,AA021,Kegalle - Bulathkohupitiya - Karawanella,trunk,False,60,2,Kegalle-Bulathkohupitiya-Karawanella Road,39.26135918351568
3220016719,3221200523,A21,AA021,Kegalle - Bulathkohupitiya - Karawanella,trunk,False,60,2,Kegalle-Bulathkohupitiya-Karawanella Road,2808.5290130591625
3220025120,4929241586,A21,AA021,Kegalle - Bulathkohupitiya - Karawanella,trunk,False,60,2,Kegalle-Bulathkohupitiya-Karawanella Road,2174.1697072112474
3220025120,3220016719,A21,AA021,Kegalle - Bulathkohupitiya - Karawanella,trunk,False,60,2,Kegalle-Bulathkohupitiya-Karawanella Road,39.26135918351568
3220121962,3224489753,A1,AA001,Colombo - Kandy,trunk,False,70,2,Colombo-Kandy Road,73.35202055970979
3220121962,3219994344,A1,AA001,Colombo - Kandy,trunk,False,70,2,Colombo-Kandy Road,223.98849534101987
3221200523,3220016719,A21,AA021,Kegalle - Bulathkohupitiya - Karawanella,trunk,False,60,2,Kegalle-Bulathkohupitiya-Karawanella Road,2808.529013059162
3221200523,2145113863,A21,AA021,Kegalle - Bulathkohupitiya - Karawanella,trunk,False,60,2,Kegalle-Bulathkohupitiya-Karawanella Road,632.0873980981567
3221213836,3763282547,A21,AA021,Kegalle - Bulathkohupitiya - Karawanella,trunk,False,60,2,Kegalle-Bulathkohupitiya-Karawanella Road,2405.278196427778
3221213836,2145113863,A21,AA021,Kegalle - Bulathkohupitiya - Karawanella,trunk,False,60,2,Kegalle-Bulathkohupitiya-Karawanella Road,4112.181403725311
3224489753,3219884852,A1,AA001,Colombo - Kandy,trunk,False,70,2,Colombo-Kandy Road,103.7553128707707
3224489753,3220121962,A1,AA001,Colombo - Kandy,trunk,False,70,2,Colombo-Kandy Road,73.35202055970979
3224668762,2337932210,A1,AA001,Colombo - Kandy,trunk,False,60,,Old Colombo Road,910.6474594919172
3224668762,445969634,A1,AA001,Colombo - Kandy,trunk,True,60,,Old Colombo Road,49.112258419265785
3226211756,2338839291,A1,AA001,Colombo - Kandy,trunk,False,60,,Main Street,114.77950026479348
3226211756,2337932210,A1,AA001,Colombo - Kandy,trunk,False,60,,"['Mawanella Bridge', 'Main Street', 'Old Colombo Road']",382.29427768287013
3226275220,3237492320,A1,AA001,Colombo - Kandy,trunk,False,60,2,Colombo-Kandy Road,4024.159661374814
3226275220,3718488870,A1,AA001,Colombo - Kandy,trunk,False,60,2,"['Colombo-Kandy Road', 'Kandy Road']",9122.140120383068
3226356899,2907674340,A1,AA001,Colombo - Kandy,trunk,False,60,2,Colombo-Kandy Road,1785.2748819454976
3226356899,3237492327,A1,AA001,Colombo - Kandy,trunk,False,60,2,Colombo-Kandy Road,510.3116583036436
3237492320,3237492327,A1,AA001,Colombo - Kandy,trunk,False,60,2,Colombo-Kandy Road,22.478159359325378
3237492320,3226275220,A1,AA001,Colombo - Kandy,trunk,False,60,2,Colombo-Kandy Road,4024.1596613748134
3237492327,3237492320,A1,AA001,Colombo - Kandy,trunk,False,60,2,Colombo-Kandy Road,22.478159359325378
3237492327,3226356899,A1,AA001,Colombo - Kandy,trunk,False,60,2,Colombo-Kandy Road,510.31165830364347
3252971709,1278086605,A33,AA033,Ja-Ela - Ekala - Gampaha - Yakkala,trunk,True,50,2,Gampaha-Ja Ela Road,15.616144106341839
3254670926,1834981477,A5,AA005,Peradeniya - Badulla - Chenkaladi,trunk,False,60,2,Nuwara Eliya Road,2657.5856767534274
3254670926,3584750699,A5,AA005,Peradeniya - Badulla - Chenkaladi,trunk,False,60,2,"['Kandy Road', 'Nuwara Eliya Road']",20790.350960383254
3256396052,1750306782,A2,AA002,Colombo - Galle - Hambantota - Wellawaya,trunk,False,70,2,"['Matara-Hambantota Road', 'Tangalle Road']",7389.583990578506
3256396052,102737773,A2,AA002,Colombo - Galle - Hambantota - Wellawaya,trunk,False,70,2,Matara-Hambantota Road,39.88064403954145
3268563914,3268563916,A3,AA003,Peliyagoda - Puttalam,trunk,True,60,2,Negombo Road,86.62868382768058
3268563915,2508106197,A3,AA003,Peliyagoda - Puttalam,trunk,True,60,2,Negombo Road,55.75186646587801
3268563916,1269994723,A3,AA003,Peliyagoda - Puttalam,trunk,True,60,2,Negombo Road,4275.820358725393
3270476305,324969585,A1,AA001,Colombo - Kandy,trunk,True,70,2,Colombo-Kandy Road,687.6516848978741
3279650333,3279650334,A2,AA002,Colombo - Galle - Hambantota - Wellawaya,trunk,False,70,2,Tangalle Road,15.849890822568891
3279650333,250131591,A2,AA002,Colombo - Galle - Hambantota - Wellawaya,trunk,False,70,2,Tangalle Road,332.7302011272334
3279650334,3279650333,A2,AA002,Colombo - Galle - Hambantota - Wellawaya,trunk,False,70,2,Tangalle Road,15.849890822568891
