u,v,length_m,highway,name,oneway,ref
1418747698,651746985,14.176961887632611,primary,Modara Road,True,B235
1418747698,5232614480,16.961756185501347,primary,,True,
1418747699,13656872132,9.886661791872768,primary,,True,
1418747700,1418747701,32.33456822288886,primary,Egoda Uyana Road,True,B235
1418747700,1418747699,13.184927548447558,primary,,True,
1418747701,1418747699,31.7737154406921,primary,Egoda Uyana Road,True,B235
1418747701,651747031,5172.7358032730335,primary,Egoda Uyana Road,False,B235
1418994146,665685929,9.109201766437913,trunk_link,,False,A2
1418994146,1425700953,936.6055659807123,trunk,Galle Road,True,A2
1420351659,1614298412,1523.5707288165327,trunk,Galle Road,False,A2
1420351659,1420351935,2160.7117308583775,trunk,Galle Road,False,A2
1420351659,1420351752,1075.5288458325706,primary,Kande Vihara Road,False,B585
1420351752,1420351659,1075.5288458325704,primary,Kande Vihara Road,False,B585
1420351876,1420351935,620.2976459165619,secondary,,False,
1420351935,1420351659,2160.7117308583775,trunk,Galle Road,False,A2
1420351935,2083533106,2049.9881261564706,trunk,Galle Road,False,A2
1420351935,1420351876,620.2976459165618,secondary,,False,
1425700952,3448778696,865.1378303813706,trunk,Galle Road,True,A2
1425700952,1425700953,21.0196887173312,trunk,Charles Place,True,
1425700953,1278003887,21.742200576359973,trunk,Galle Road,True,A2
1427371818,1886606136,7897.296819558133,primary,Danowita-Mirigama Road,False,B90
1427371818,1427371952,3133.1944920119095,trunk,Colombo-Kandy Road,False,A1
1427371818,3167641878,2760.5683096894777,trunk,Colombo-Kandy Road,False,A1
1427371952,6506310961,28.465773806049953,trunk_link,,True,
1427371952,1427371978,582.9145919632646,trunk,Colombo-Kandy Road,False,A1
1427371952,1427371818,3133.1944920119104,trunk,Colombo-Kandy Road,False,A1
1427371978,617967898,464.94212262703326,trunk,Colombo-Kandy Road,False,A1
1427371978,1427371952,582.9145919632643,trunk,Colombo-Kandy Road,False,A1
1427371978,1980566521,11993.30964116911,primary,Warakapola-Anguruwella Road,False,B457
1428433267,13685191382,12.32230656436925,primary_link,,False,
1428433267,663253092,138.27442270611937,primary,T. B. Jayah Mawatha,True,
1428448780,10219043315,19.375069968313372,trunk_link,,True,
1428448780,1235750064,38.10886716886358,trunk,Sri Jayewardenepura Mawatha,True,A0
1428448780,10219043311,27.79897875740967,trunk_link,,True,
1428449258,650721754,9.394881533261689,secondary,Bauddhaloka Mawatha,False,
1428449258,662901137,793.5721158793816,primary,Dr. N. M. Perera Mawatha (Cotta Road),True,AC4
1428449258,2066330706,333.3164169048975,secondary,Bauddhaloka Mawatha,False,
1428650220,1985676777,7368.482696591574,primary,Ranna-Angunakolapelessa Road,False,B548
1428650220,3699494976,5584.115236390617,trunk,Matara-Hambantota Road,False,A2
1428650220,1340667695,1003.106678681617,trunk,Matara-Hambantota Road,False,A2
1428650226,1985676777,492.5195499994224,primary,Ranna-Angunakolapelessa Road,True,B548
1428650226,3699457165,12.315541146070265,primary,,True,
1428650261,1891699904,52.79667576909784,primary,Angunakolapelessa Road,True,B548/B622
1428650261,3699457435,7134.285580790578,secondary,,False,
1428665347,6249854579,7891.052955092026,primary,Angunakolapelessa-Embilipitiya Road,False,B548
1428665347,1985676796,5591.468892610185,trunk,Embilipitiya-Nonagama Road,False,A18
1428665347,3699457435,1697.6758261441882,trunk,Embilipitiya-Nonagama Road,False,A18
1428668275,12856077384,8.650199623504705,primary_link,,False,
1428668275,3364860601,338.6354900876276,primary,Matara-Hakmana Road,True,B275
1428670833,1428670920,218.9441700716519,secondary,Wlmot Balasuriya Mawatha,True,
1428670833,250131881,1490.722994663019,trunk,Kumaratunga Mawatha (Old Matara Road),False,Old-A2
1428670833,12474497849,431.4900813524483,trunk,Kumaratunga Mawatha (Old Matara Road),False,Old-A2
1428670920,3364883416,9.079160542037227,trunk_link,,True,
1428670920,1734550178,72.93737469239105,trunk,Anagarika Dharmapala Mawatha,True,New-A2/B535
1429213457,275517851,11.294609057140558,primary,Sri Jayawardenapura Mawatha,True,
1429213457,6947814997,12.944525965544457,trunk,Sri Jayewardenepura Mawatha,True,A0
1429213459,403875118,45.53644763601168,trunk,Sri Jayewardenepura Mawatha,True,A0
1429213459,403875119,25.132956753415,primary,Old Kotte Road,True,B62
1430577735,13149927792,33.260242101324096,primary,Kottawa Thalagala Road,True,B239
1430578050,129615686,1612.9135343327318,trunk,High Level Road,False,A4
1430578050,254029970,6807.920699905476,secondary,Pitipana-Thalagala Road,False,
1430578050,3379393108,918.107750994151,trunk,High Level Road,True,A4
1431441533,664501764,129.38591018411788,trunk_link,,True,
1431441533,61802550,91.02903861291011,trunk,Baseline Road,True,A1
1431441535,665686664,563.9323598899387,trunk,"['Baseline Road', 'Dr. Danister de Silva Mawatha']",True,A1
1431441564,253022456,63.42874855241719,primary,New Kelani Bridge Road,True,
1431441564,61802550,42.00201718730356,primary,New Kelani Bridge Road,True,
1431446617,638924150,3.4636036243300112,primary,,False,
1431446617,638927834,30.529872288751076,primary,Ekala-Kotadeniyawa Road,False,B111
1431446617,1431446619,11.724878110805726,primary,,False,
1431446619,638927836,1.6756262710285257,primary,,False,
1431446619,638927834,29.78623302642569,primary,Ekala-Kotadeniyawa Road,False,B111
1431446619,1431446617,11.724878110805726,primary,,False,
1431446624,638927829,26.934882218640222,primary,Ekala-Kotadeniyawa Road,False,B111
1431446624,638924157,1.3500429956477566,primary,,False,
1431446624,1431446632,9.760051514353705,primary,,False,
1431446632,638927828,3.861948529783719,primary,,False,
1431446632,638927829,29.797185416637348,primary,Ekala-Kotadeniyawa Road,False,B111
1431446632,1431446624,9.760051514353705,primary,,False,
1432825404,2407176254,39980.514296912654,primary,"['Balangoda-Bowatte-Kaltota Road', 'Bodagma-Hambegamuwa-Kaltota Road']",False,"['B528', 'B38']"
1432825404,3147073493,19569.818456407098,primary,Bodagma-Hambegamuwa-Kaltota Road,False,B528
1432825404,2610876638,20475.911480317565,secondary,Kuda Oya-Balaharuwa-Hambegamuwa Road,False,C1001
1433059477,6251874984,139.71520506933606,secondary,Sooriyawewa-Sewanagala Road,True,
1433059477,1433059499,47.27382326074417,secondary,Sooriyawewa-Sewanagala Road,False,
1433059499,1433059477,47.27382326074417,secondary,Sooriyawewa-Sewanagala Road,False,
1433059499,6251876751,522.2879082723798,secondary,Sooriyawewa-Sewanagala Road,True,
1433059700,2090006193,2513.0623971791647,secondary,Sooriyawewa-Sewanagala Road,False,
1433059700,6251876743,273.8167096780115,secondary,Sooriyawewa-Sewanagala Road,True,
1438094658,1840750860,5319.146221461665,primary,Wattala-Mahara Road,False,B460
1438094658,324994643,2644.7245743876924,primary,Kiribathgoda-Hunupitiya Road,False,B220
1438094658,3577854817,1484.8152890343395,primary,Kiribathgoda-Hunupitiya Road,False,B151
1446610177,2079215806,6351.806636442795,trunk,Horana Road,False,A8
1446610177,1223888358,6201.375744067723,primary,Waskaduwa-Bandaragama Road,False,B458
1446610177,11765244590,5316.135421980932,trunk,Horana Road,False,A8
1446610177,3498479727,12028.442300613482,primary,Kesbewa - Kindelpitiya - Bandaragama Road,False,B216
1446610199,245519497,25.719062035215792,trunk,Ratnapura Road,False,A8
1446610199,245519498,134.17202951218877,trunk,Ratnapura Road,False,A8
1447394805,1862498825,22.154878260582638,secondary,Hanwella - Pugoda - Kirindiwela - Urapola Road,False,B146
1447394805,1862498820,20.83264558553895,primary,Hanwella - Pugoda - Kirindiwela - Urapola Road,False,B146
1447394805,10093923287,4837.79665299079,primary,Hanwella - Pugoda - Kirindiwela - Urapola Road,False,B146
1453000665,4136994000,120.31008449926692,trunk,Paranthan-Mullaittivu Road,True,AA035
1453000665,1453000766,929.3885774187218,trunk,Paranthan-Mullaitivu Road,False,AA035
1453000766,6281782185,16821.42716371836,secondary,Puthukkudiyirippu-Mulliyawalai Road,False,
1453000766,5217538839,15946.525643440438,trunk,"['Mankulam - Mullaitivu', 'Paranthan-Mullaitivu Road']",False,"['AA035', 'AA034']"
1453000766,1453000665,929.3885774187218,trunk,Paranthan-Mullaitivu Road,False,AA035
1457319623,5774134687,42646.57150841588,secondary,"['Puliyankulam-Mullaittivu', 'Puliyankulam Road', 'Mullaitivu-Puliyankulam Road']",False,B296
1457319623,6281782186,2104.996982753485,trunk,Mankulam - Mullaitivu,False,AA034
1457319623,3679319579,17818.877859698357,trunk,Mankulam - Mullaitivu,False,AA034
1466614238,3658467160,5236.989871267008,secondary,Lunuwila Road,False,B473
1466614238,3660680255,5099.157806147923,secondary,Thoppuwa-Nattandiya-Madampe Road,False,B419
1466614238,1480051538,7748.691948395668,secondary,Thoppuwa-Nattandiya-Madampe Road,False,B419
1474795689,639268374,329.7447785514555,primary,Thoppuwa-Nattandiya-Madampe Road,False,B419
1474795689,3432403052,51.03737627549971,primary,Thoppuwa-Nattandiya-Madampe Road,True,B419
1474800248,639268374,3033.8183259015404,primary,Thoppuwa-Nattandiya-Madampe Road,False,B419
1474800248,6695505186,29.748070665475296,primary,Thoppuwa-Nattandiya-Madampe Road,True,B419
1475773455,12509374263,11.426452252957272,trunk_link,,False,
1475773455,3849049823,3461.2916387319738,trunk,Negombo Road,True,A3
1475786189,3431908601,9.52460766758669,trunk,Peliyagoda Interchange Access Road,True,B634
1475786189,403899785,1143.6937360630163,trunk,Negombo Road,True,A3
1477408997,6548047374,6326.159981375578,primary,Kurunegala-Negombo Road,False,B247
1477408997,1237974516,4304.054590651976,primary,Kurunegala-Negombo Road,False,B247
1477408997,1867157139,7829.80605926902,secondary,,False,
1478609150,2375441056,4.249200150340001,primary_link,,False,
1478609150,4693290695,1583.3470253414916,trunk,Colombo-Puttalam Road,True,A3
1480051538,1466614238,7748.69194839567,secondary,Thoppuwa-Nattandiya-Madampe Road,False,B419
1480051538,2842889275,8642.148668585256,secondary,Thoppuwa-Nattandiya-Madampe Road,False,B419
1480051538,1848166895,7613.191663330369,secondary,Marawila-Udubeddawa Road,False,B272
1480051538,3658572653,3992.5795905580344,secondary,"['Marawila-Udubeddawa Road', 'Marawila-Nattandiya Road']",False,B272
1489265551,253718871,404.72447233928904,primary,Horana-Anguruwatota Road,False,B157
1489265551,1446610199,19.936592497771073,primary_link,,True,
1500297617,1231840453,8194.321272328867,primary,Akuressa Road,False,B466
1500297617,266478204,1312.9064198354636,primary,Akuressa Road,False,B466
1500297617,1181395615,2091.742786734963,primary,Pelena-Polwatta-Denipitiya Road,False,B637
1500304217,2643547285,3779.268936983626,primary,New Matara Road,False,AB41
1500304217,13695595607,33.78189121738018,primary,New Matara Road,True,AB41
1506183874,12126721597,13.828459056915023,trunk_link,,True,
1506183874,3377393479,199.46808438023047,trunk,Colombo Road,True,A2
1529199964,2165097325,3441.286089589695,primary,Matara-Kamburupitiya Road,False,B415
1529199964,3557360283,3147.1833554554073,primary,Matara-Hakmana Road,False,B275
1529199964,1529240569,3818.943093860551,primary,Matara-Hakmana Road,False,B275
1529240569,1529199964,3818.9430938605515,primary,Matara-Hakmana Road,False,B275
1529240569,12856077341,2450.8459017829505,primary,Matara-Hakmana Road,False,B275
1529240569,1813425920,2891.188968680339,secondary,,False,
1530689260,77373725,3931.5452970935517,primary,Dikwella-Beliatte Road,False,B101
1530689260,4408220362,989.2502707076327,primary,Dikwella-Beliatte Road,False,B101
1530689260,2157080287,2673.175921810038,primary,Walasgala Road,False,B595
1533913594,1533913610,35.812401684477635,primary_link,,True,
1533913594,60797432,33.312683310251025,primary,Hill Street (Dehiwela-Maharagama Road),False,B94
1533913594,150994801,634.9524372864986,primary,Hill Street (Dehiwela-Maharagama Road),False,B94
1533913602,1533913627,43.85006814944877,primary_link,,True,
1533913602,50422994,28.027343313315043,secondary,,True,
1533913610,10628115400,28.53323625510067,secondary,,True,
1533913627,50422994,30.95769114532755,primary,Railway Station Road,False,
1533913627,1838453702,52.24055596289991,primary_link,,True,
1533913627,10902062114,1761.7516821029546,primary,"['Railway Station Road', 'Marine Drive']",False,
1535398426,3064572227,1680.1596738100138,trunk,Kurunegala - Puttalam Road,False,A10
1535398426,3066364582,2563.0693843373247,trunk,"['Kurunegala - Puttalam Road', 'Kurunegala-Puttalam Road']",False,A10
1535398426,3167996132,2065.559610903346,primary,Yanthampalawa Road,False,B82
1535398451,3064572163,883.4550195527993,primary,Station Road,False,B27-11
1535398451,4067964375,336.9318298458183,trunk,Kurunegala - Kandy Road,False,A10
1535398451,4067967894,1718.9134485905704,trunk,Kurunegala - Kandy Road,False,A10
1535505645,1232107044,701.7340247557297,primary,Raja Mawatha (Gam Udawa Road),False,B259
1535505645,3264925450,4883.80464284062,primary,Raja Mawatha (Gam Udawa Road),False,B259
1535505645,1809805271,13917.881747249754,primary,Lunugamvehera-Kataragama Road,False,
1541715354,9427844828,8.914014148796351,primary_link,,False,
1541715354,1676682519,497.38161160883374,"['primary', 'secondary']","['Kannaki Amman Kovil Road', 'Lloyd’s Avenue']",False,B543
1541715354,2382030363,309.12543487672446,trunk,Trincomalee Road,True,A15
1545169133,1877272333,9741.88057929048,primary,Addalaichenai-Alankulam Road,False,B572
1545169133,3316015809,9284.687942743409,trunk,"['Pottuvil-Batticaloa Road', 'Kaliyodai Bridge']",False,A4
1545169133,3302172264,1961.7003676876147,trunk,Pottuvil-Batticaloa Road,False,A4
1571011417,3289420458,28.71727143515827,trunk,Gampaha-Ja Ela Road,True,A33
1571011417,3289420454,10.985129980484725,trunk,,True,
1583879162,13680517128,116.20718624263354,primary,Albert Crescent,True,
1583879162,13680517127,124.34718188422997,primary,Albert Crescent,True,
1599036622,3279700971,1753.5449039686468,trunk,Matara Road,False,A2
1599036622,6542960916,508.4283932564899,trunk,Matara Road,True,A2
1614298412,1138480331,59.00173347303018,trunk,Galle Road,False,A2
1614298412,1420351659,1523.5707288165331,trunk,Galle Road,False,A2
1614298412,3425048815,67.92023940320765,trunk_link,,True,
1617989288,1779605042,4247.678638204778,trunk,Galle Road,False,A2
1617989288,3749027775,4886.080268113503,trunk,Galle Road,False,A2
1617989288,1138480058,3438.178304745083,primary,"['Station Road', 'Balapitiya-Watugedara Road']",False,B40
1619271297,1619271308,5.0057945087518245,secondary,Hirimbura Crossroad,True,
1619271297,31363877,1404.4447031004884,secondary,Hirimbura Cross Road,False,
1619271308,1619271356,21.972064885273767,secondary,Hirimbura Crossroad,True,
1619271308,1619271402,27.083451312300063,secondary_link,,True,
1619271326,1619271297,28.769262918078148,secondary,Hirimbura Cross Road,True,
1619271326,1619271356,10.348159970196832,secondary,,True,
1619271356,1619287001,1.1970346886452405,secondary,,True,
1619271361,1619271326,6.485602168020713,secondary,,True,
1619271402,1619271413,8.931401483128388,secondary,Kalegana - Karapitiya Road,True,
1619271413,102750184,899.4936652410472,secondary,Kalegana - Karapitiya Road,False,
1619271413,1619271426,31.735484440072845,secondary,Kalegana - Karapitiya Road,True,
1619271426,6496069135,3.6030896820738554,secondary,,True,
1619287001,1619271426,10.61536972963665,secondary,,True,
1619287001,1619271402,18.312901302335696,secondary,Kalegana - Karapitiya Road,True,
1636603514,6492863077,46.60407502732741,trunk,Akuressa Road,True,A17
1636603514,2434214580,6706.695034156455,trunk,Akuressa Road,False,A17
1637717826,1094458277,9747.534513892722,trunk,Galle Road,False,A2
1637717826,1779605042,3047.637414495731,trunk,Galle Road,False,A2
1637717826,1721462757,5075.453019713317,primary,Kosgoda-Uragaha Road,False,B558
1637776242,1637776271,542.4129534087673,primary,Kahawa-Batapola Road,False,B176
1637776242,248048875,7834.141760237008,primary,"['Batapola Road', 'Kahawa-Batapola Road']",False,B176
1637776242,130445309,8371.188711648338,secondary,Ambalangoda -Batapola Road,False,
1637776271,3655959347,4831.7295744521325,primary,Halpatota-Kurundugahahetekma Road,False,B143
1637776271,3257742983,8511.290296971982,primary,Halpatota-Kurundugahahetekma Road,False,B143
1637776271,1637776242,542.4129534087674,primary,Kahawa-Batapola Road,False,B176
1638891066,1140307744,9.687151156258333,primary_link,,False,
1638891066,1140307739,278.08261988905065,primary,Halpatota-Kurundugahahetekma Road,False,B143
1638891066,7183441660,52.245075803877995,primary,Ambalangoda-Elpitiya-Pitigala Road,True,B14
1638915009,610944381,8.709786279347165,primary_link,,False,
1638915009,3594038163,191.45776904964112,primary,Mirijjawila-Sooriyawewa Road,True,B562
1638926258,1740265426,720.3721277294534,primary,Tissa-Kataragama Road,False,B464
1639029741,10132102319,614.3920744506892,primary,Tissa-Kirinde Road,False,B422
1639029741,610968720,3104.20453117789,primary,Tissa-Kirinde Road,False,B422
1639029741,1639029976,1200.4914008149974,primary,Tissa-Akurugoda Road,False,B500
1639029976,3276158654,1506.9751352651263,primary,Pannegamuwa-Tissa Road,False,B464
1639029976,13723181257,11764.653344676539,primary,Tissa-Kataragama Road,False,B464
1639029976,1639029741,1200.4914008149976,primary,Tissa-Akurugoda Road,False,B500
1639380623,2605760184,2116.9552341638114,primary,Matara-Hakmana Road,False,B275
1639380623,3557360283,1566.7961612791946,primary,Matara-Hakmana Road,False,B275
1639380623,2081198517,3540.1909471532886,primary,Meddewatte-Kekanadure-Yatiyana Road,False,B284
1640240442,3365313019,14.686239287617566,trunk,Matara Road,False,A2
1640240442,1364655117,2275.8774523265,trunk,Matara Road,False,A2
1640241201,1233269765,3056.0431648970093,secondary,Imaduwa Road,False,
1640241201,33389255,5850.283998049098,secondary,Imaduwa Road,False,
1640241201,1233269778,7666.65930240062,secondary,Kathaluwa-Thiththagalla-Dikkumbura Road,False,
1640241201,1233271580,4434.105109693612,secondary,Kathaluwa-Thiththagalla-Dikkumbura Road,False,
1642975181,7042347620,165.5383594037551,trunk,Kandy - Jaffna Road,False,AA009
1642975181,1141723502,18410.392583079432,trunk,Kandy - Jaffna Road,False,AA009
1642975181,4137314879,25773.032375523628,secondary,Paranthan - Poonakary,False,B357
1645495724,3345099189,4.033493697184259,primary,Ragama-Kadawatha Road,False,B168
1645495724,324982229,180.9301246576954,primary,Ragama-Kadawatha Road,False,B168
1650097484,33389341,2209.9684485840194,primary,Beach Road,False,B524
1650097484,3366106297,37.24321082018754,primary,Beach Road,False,B524
1650097484,3366095884,39.35056223831742,primary,Beach Road,False,B524
1650097492,4885745120,44.58828233724543,trunk,New Tangalle Road,True,A2
1650097492,2155946168,815.0660494564441,trunk,New Tangalle Road,False,A2
1651774036,4903819840,1014.6771940057671,primary,Dambulla Link Road,False,AB24
1651774036,1692793167,800.9346692860973,trunk,Kandy-Jaffna Road,False,A9
1651774036,258025517,280.2920990150264,trunk,Kandy-Jaffna Road,False,A9
1651774095,4903819840,9.252292561287423,primary_link,,False,
1651774095,6218784870,156.52781249190159,trunk,Kurunegala-Dambulla Road,True,A6
1654297620,847835914,3555.7116386730113,primary,Valukkairaru - Pungudutivu - Kurikadduwan,False,AB039
1660133452,3658899782,1409.2451702097608,primary,Galle Port Access Road,False,B594
1660133452,6492863084,73.53786065331282,primary,Galle Port Access Road,True,B594
1660138837,3658899782,1690.5663950141204,primary,Galle Port Access Road,False,B594
1660138837,3269957962,91.15408427071074,primary,Galle Port Access Road,True,B594
1660321886,7062380609,9.050013745741643,primary_link,,False,
1660321886,7062380592,185.88021450140783,primary,Colombo - Horana Road,True,B84
1661614342,4137184213,19.290001127802526,trunk,,True,
1661735220,2974015161,674.2803532607406,primary,Parliament Road,False,B533
1661735220,6513995671,49.92397101851709,primary,Parliament Road,True,B533
1662220531,3167605964,8157.678118133562,primary,Kotadeniyawa-Mirigama Road,False,B237
1662220531,617823362,902.3516877842098,primary,Negombo-Mirigama Road,False,B324
1662220531,3645537814,8039.233268040345,primary,Negombo-Mirigama Road,False,B324
1662220570,2562843705,1101.5624564964617,primary,Pasyala-Giriulla Road,False,AB29
1662220570,10882845389,439.73491756637867,primary,Pasyala-Giriulla Road,True,AB29
1667080259,7103753926,1743.9284776636548,trunk,Galle Road,True,A2
1667080259,1138324553,985.0590883370502,trunk,Galle Road,False,A2
1668906517,3848606598,738.6942592839894,primary,Talawatugoda Road,False,B368
1668906517,10259347353,139.865473092378,primary,Talawatugoda Road,True,B368
1668906553,1039403582,83.494605230006,trunk_link,,True,
1668906553,1668906602,55.033920750969024,primary,Parliament Road,True,AB15
1668906598,1039412973,71.94937774270923,primary,Main Street (New Kandy Road),True,B240
1668906598,1039407820,101.90407890248184,primary_link,,True,
1668906602,1039403582,37.82838421705324,trunk,Sri Jayewardenepura Mawatha,True,A0
1668906602,1039421894,6.308712567424273,primary_link,,True,
1674287226,250132276,1044.6769793844728,primary,Main Street,True,B49
1674485421,1139248145,9054.232373168627,trunk,Matara Road,False,A2
1674485421,3081634069,198.30571198139742,trunk,Matara Road,True,A2
1674509843,1674510036,590.7614789215363,trunk,Matara Road,True,A2
1674509843,1233269778,252.23076955059628,trunk,Matara Road,False,A2
1674509938,11542234718,11.046863520111271,trunk_link,,False,
1674509938,10575124012,119.82897363990077,trunk,Matara Road,True,A2
1674510036,5352929666,1155.5026543934036,trunk,Matara Road,False,A2
1674510036,1674509843,590.8666735679246,trunk,Matara Road,True,A2
1675641381,1675641843,558.1590447267671,primary,Hospital Road,False,B30-3
1675641381,9427992826,12.23497599848855,primary,,True,
1675641843,1675641381,558.1590447267671,primary,Hospital Road,False,B30-3
1675641843,2079053698,901.6205650408774,primary,"['Hospital Road', 'Chapel Street']",False,B30-3
1675641843,2295729717,611.8486757201657,secondary,Covington's Road,False,
1675667180,2337857891,362.56014155157516,secondary,New Boundary Road,False,
1675667180,13902371877,2547.1935924096556,primary,Urani Road,False,B433
1675667180,1899261664,766.5889684010567,trunk,Trincomalee Road,False,A15
1675667180,13743364556,11616.83552934913,trunk,Trincomalee Road,False,A15
1675705732,60654455,243.06514426080494,trunk,Matara Road,False,A2
1675705732,1599036622,604.6558268380012,trunk,Matara Road,True,A2
1676479569,619195388,4.915692056888674,trunk,,True,
1676479570,6277491043,44.08050877381804,trunk,H. Sri Nassanka Mawatha (Maya Avenue),True,A4
1676479570,4011680781,354.9984673952262,trunk,H. Sri Nassanka Mawatha (Maya Avenue),False,A4
1676588936,2082215258,558.51173001143,secondary,Pioneer Road,False,
1676588936,1899261813,685.8141015341095,primary,Lady Manning’s Drive,False,B542
1676588936,9427844828,449.517368686558,primary,Lady Manning’s Drive,False,B542
1676682519,6495299700,218.2745611621128,secondary,Boundary Road,False,
1676682519,1676682579,150.38207362010286,secondary,Kannaki Amman Kovil Road,False,
1676682519,1541715354,497.38161160883374,"['secondary', 'primary']","['Kannaki Amman Kovil Road', 'Lloyd’s Avenue']",False,B543
1676682579,1899261904,1434.5918922171456,secondary,Slaughter House Lake Road,False,
1676682579,1676682519,150.38207362010286,secondary,Kannaki Amman Kovil Road,False,
1676682579,2295729741,374.7699515068504,secondary,New Bridge,False,
1676752919,2477387622,710.8746452017884,secondary,Koolavady Main Street,False,
1676752919,8864816852,292.0205359547537,secondary,Boundary Road,False,
1676752919,1681156027,519.1803710927318,secondary,Boundary Road,False,
1676753019,8864816866,14.514444189219487,primary,Bar Road,True,B46
1676753019,8864816856,7.528977432502199,primary,,True,
1681115626,6495299632,35.205882779909174,trunk,Trincomalee Road,True,A15
1681115626,1899261664,215.4658167051593,trunk,Trincomalee Road,False,A15
1681155451,1681155624,375.4665415229788,secondary,Mamankam Pillaiyar Kovil Road,False,
1681155451,2337857891,3302.51730097802,secondary,"['New Boundary Road', 'Mamankam Pillaiyar Kovil Road']",False,
1681155451,2477387622,435.6335871379075,secondary,Kumara Kovil Veethy,False,
1681155624,8864816853,16.965756122415804,secondary,Mamankap Pillaiyar Kovil Road,True,
1681155624,1681155451,375.4665415229788,secondary,Mamankam Pillaiyar Kovil Road,False,
1681155827,1681156012,925.7620681032063,secondary,"['Kumara Kovil Road', 'Iruthayapuram East Road', 'Iruthayapuram West Street']",False,
1681155827,2337857891,900.9365785299237,secondary,Iruthayapuram West Street,False,
1681155827,1681156061,394.78329022628424,secondary,Kumara Kovil Veethy,False,
1681155827,1899261664,278.8248332363623,secondary,"['Kumara Kovil Veethy', 'MC Road']",False,
1681156012,1681156061,694.7257345044488,secondary,Cemetery Road,False,
1681156012,1681156027,375.8784997040452,secondary,Cemetery Road,False,
1681156012,1681155827,925.7620681032062,secondary,"['Kumara Kovil Road', 'Iruthayapuram East Road', 'Iruthayapuram West Street']",False,
1681156027,1681156012,375.8784997040452,secondary,Cemetery Road,False,
1681156027,1676752919,519.180371092732,secondary,Boundary Road,False,
1681156027,6495299701,644.2863584557203,secondary,Boundary Road,False,
1681156061,1681156012,694.725734504449,secondary,Cemetery Road,False,
1681156061,2477387622,359.8299294857382,secondary,Kumara Kovil Veethy,False,
1681156061,1681155827,394.78329022628424,secondary,Kumara Kovil Veethy,False,
1683151514,253026193,365.19150344853955,primary,Wellawatta Station Road,True,AC25
1683151514,1683151517,7.781469855197292,trunk,Galle Road,True,A2
1683151516,1683151514,10.18597460373591,primary_link,,True,
1683151516,7085684184,538.982943216904,trunk,Galle Road,True,A2
1683151517,9565952987,311.78191179400443,trunk,Galle Road,True,A2
1683151517,3822164769,10.339854149386746,primary_link,,True,
1683151528,9565070865,6.336284379882717,primary_link,,True,
1683151528,1676479569,493.5559018512221,primary,Havelock Road,True,B84
1683204299,4087054249,27.545551517512678,primary,Arch Bishop Nicholas Marcus Fernando Mawatha,True,B246
1683204299,312920246,1833.3757278754229,primary,Arch Bishop Nicholas Marcus Fernando Mawatha,False,B246
1684344771,1684401699,166.41476151244305,trunk,Kandy Road,False,A27
1684344771,1684345227,669.4164234190577,primary,Pandukabaya Mawatha,False,B17
1684344771,2082247583,103.86076853087111,trunk,Kandy Road,True,A27
1684345227,1684344771,669.4164234190577,primary,Pandukabaya Mawatha,False,B17
1684345227,1684401505,331.68767180856065,primary,Kachcheri Road,False,B17
1684345227,11715848170,99.45352792433401,primary,Kachcheri Road,False,B17
1684401505,1685776786,10.420405427116771,primary,Kachcheri Road,False,B17
1684401505,1684345227,331.68767180856065,primary,Kachcheri Road,False,B17
1684401505,1684401699,562.2311059454058,primary,Dutugemunu Road,False,B17
1684401588,1684401664,680.5081838756703,primary,Kachcheri Road,False,B17
1684401588,3350317932,19.26105940655658,primary,,True,
1684401661,1684401699,306.684604457569,trunk,Kandy Road,False,A27
1684401661,1684401664,499.4791797688578,primary,Deegha Gamini Road,False,B17
1684401661,2082247570,574.8623199636098,trunk,Ampara-Uhana-Maha Oya Road,False,A27
1684401664,1684401588,680.5081838756702,primary,Kachcheri Road,False,B17
1684401664,1685776786,315.2478614300353,primary,Kachcheri Road,False,B17
1684401664,1684401661,499.47917976885776,primary,Deegha Gamini Road,False,B17
1684401664,1685790901,781.5655043175741,primary,Deegha Gamini Mawatha,False,B17
1684401699,1684401661,306.684604457569,trunk,Kandy Road,False,A27
1684401699,1684344771,166.41476151244308,trunk,Kandy Road,False,A27
1684401699,1684401505,562.231105945406,primary,Dutugemunu Road,False,B17
1684534472,11715824059,8.73399639871017,primary,Saddhatissa Mawatha,False,B17
1684534472,11715824051,270.62344417811056,trunk,Karativu-Ampara Road,True,A31
1684534495,11715824066,8.865136581009319,trunk_link,,False,
1684534495,2082247577,241.63076100188013,trunk,Karativu-Ampara Road,True,A31
1684534497,1685409301,3306.0189674119715,trunk,Siyambalanduwa-Damana-Ampara Road,False,A25
1684534497,11715824039,13.342536100914328,trunk,Siyambalanduwa-Damana-Ampara Road,True,A25
1684534499,1792802761,7212.82927073435,trunk,Karativu-Ampara Road,False,A31
1684534499,11715824054,638.5966318609511,trunk,Karativu-Ampara Road,False,A31
1684534499,1691633689,754.1625716864402,primary,Dharmapala Mawatha,False,B17
1684534503,1691633509,14.957925121535421,trunk,Karativu-Ampara Road,True,A31
1684534515,13876145708,12.346117428939536,trunk,Siyambalanduwa-Damana-Ampara Road,True,A25
1684534515,11715824040,5.891363178344634,trunk,Karativu-Ampara Road,True,A31
