node_id,latitude,longitude,street_count,n_aa_roads,aa_roads,junction_type,is_aa_aa_junction,is_aa_any_junction
1231840453,6.02431,80.495657,3,1,A24,AA-Other,False,True
102737773,6.021975,80.796185,3,1,A2,AA-Other,False,True
102737884,6.022295,80.795859,3,1,A2,AA-Other,False,True
3256396052,6.021658,80.79635,3,1,A2,AA-Other,False,True
102737846,6.022712,80.795597,3,1,A2,AA-Other,False,True
1841475983,6.028264,80.794777,3,1,A2,AA-Other,False,True
127659606,6.958552,80.221885,3,1,A7,AA-Other,False,True
191856851,6.964714,80.263796,3,1,A7,AA-Other,False,True
3095525776,6.952377,80.213381,3,1,A7,AA-Other,False,True
129605583,6.720228,80.055796,3,1,A8,AA-Other,False,True
1212770520,6.726098,80.033969,3,1,A8,AA-Other,False,True
256663997,6.718127,80.058681,3,1,A8,AA-Other,False,True
129607626,6.854796,80.089391,3,1,A4,AA-Other,False,True
1723172770,6.858475,80.091102,3,1,A4,AA-Other,False,True
1697583102,6.854361,80.08905,3,1,A4,AA-Other,False,True
129610044,6.903139,80.087447,3,1,A4,AA-Other,False,True
1150403364,6.911323,80.09367,3,1,A4,AA-Other,False,True
1697437102,6.859088,80.091374,3,1,A4,AA-Other,False,True
129615686,6.841196,80.003114,4,1,A4,AA-Other,False,True
2068162856,6.837921,79.98511,3,1,A4,AA-Other,False,True
129615826,6.844796,79.930892,3,1,A4,AA-Other,False,True
635164975,6.846425,79.94838,4,1,A4,AA-Other,False,True
642867474,6.844962,79.930285,3,1,A4,AA-Other,False,True
129615869,6.851894,79.919736,3,1,A4,AA-Other,False,True
619918508,6.849,79.92448,3,1,A4,AA-Other,False,True
619956323,6.857754,79.908513,3,1,A4,AA-Other,False,True
129615924,6.862979,79.901438,4,1,A4,AA-Other,False,True
9959089698,6.865023,79.896774,3,1,A4,AA-Other,False,True
2071116345,6.85787,79.908414,3,1,A4,AA-Other,False,True
129615942,6.86512,79.896572,4,1,A4,AA-Other,False,True
651260245,6.865236,79.896292,3,1,A4,AA-Other,False,True
130019052,6.92097,79.846569,3,1,A2,AA-Other,False,True
4515020714,6.91877,79.847264,3,1,A2,AA-Other,False,True
130445177,6.240919,80.053581,3,1,A2,AA-Other,False,True
130445589,6.229533,80.054273,3,1,A2,AA-Other,False,True
248048875,6.183389,80.072123,3,1,A2,AA-Other,False,True
130462216,5.946267,80.530242,3,1,A2,AA-Other,False,True
1675705732,5.962758,80.456278,3,1,A2,AA-Other,False,True
138713219,6.032408,80.217174,3,1,A2,AA-Other,False,True
5234940056,6.032512,80.2168,3,1,A2,AA-Other,False,True
191792898,6.893812,79.855404,3,1,A2,AA-Other,False,True
666903979,6.895429,79.854876,3,1,A2,AA-Other,False,True
191794735,6.921106,79.846401,3,1,A2,AA-Other,False,True
7081602427,6.923633,79.845489,3,1,A2,AA-Other,False,True
6524681178,6.911464,79.856309,3,1,A4,AA-Other,False,True
8169922827,6.971153,80.265256,3,1,A7,AA-Other,False,True
198601066,7.02397,80.261265,3,1,A21,AA-Other,False,True
3217150026,7.023713,80.261472,3,1,A21,AA-Other,False,True
5153458214,7.045755,80.253827,3,1,A21,AA-Other,False,True
198851718,6.14049,80.09974,3,1,A2,AA-Other,False,True
3090460083,6.111305,80.124407,3,1,A2,AA-Other,False,True
206596162,7.047746,79.897047,3,1,A3,AA-Other,False,True
1475773455,7.051814,79.8966,3,1,A3,AA-Other,False,True
206597309,7.131169,79.876188,3,1,A3,AA-Other,False,True
3268563914,7.156319,79.871281,3,1,A3,AA-Other,False,True
245519497,6.716991,80.06153,3,1,A8,AA-Other,False,True
1446610199,6.716933,80.061755,3,1,A8,AA-Other,False,True
245519498,6.716824,80.062962,3,1,A8,AA-Other,False,True
253718899,6.717448,80.066074,3,1,A8,AA-Other,False,True
247139123,6.958809,80.522017,3,1,A7,AA-Other,False,True
247139339,6.931211,80.551429,3,1,A7,AA-Other,False,True
1190507161,6.963023,80.518039,3,1,A7,AA-Other,False,True
5252242488,6.898034,80.592531,3,1,A7,AA-Other,False,True
247140202,6.947529,80.630008,3,1,A7,AA-Other,False,True
4108748760,6.925229,80.608955,3,1,A7,AA-Other,False,True
4507913122,6.939583,80.660292,3,1,A7,AA-Other,False,True
247140495,6.930383,80.717922,3,1,A7,AA-Other,False,True
247140995,6.937477,80.738372,3,1,A7,AA-Other,False,True
3517327762,6.927115,80.686959,3,1,A7,AA-Other,False,True
247141016,6.940939,80.74424,3,1,A7,AA-Other,False,True
3390658487,6.949311,80.773767,3,1,A7,AA-Other,False,True
248608270,6.9116,79.86715,3,1,A0,AA-Other,False,True
4798976659,6.911314,79.876272,3,1,A0,AA-Other,False,True
269202456,6.91164,79.864666,3,1,A0,AA-Other,False,True
3279650333,5.964547,80.691781,3,1,A2,AA-Other,False,True
2155946168,5.946855,80.556644,3,1,A2,AA-Other,False,True
250731003,6.909465,79.896874,3,1,A0,AA-Other,False,True
13399644563,6.90866,79.898432,3,1,A0,AA-Other,False,True
253022446,6.943845,79.878294,4,1,A1,AA-Other,False,True
4422642586,6.943432,79.878319,3,1,A1,AA-Other,False,True
324997824,6.955601,79.882897,3,1,A1,AA-Other,False,True
253022458,6.950953,79.87903,3,1,A1,AA-Other,False,True
1431441535,6.949989,79.878606,3,1,A1,AA-Other,False,True
253022461,6.955558,79.883004,3,1,A1,AA-Other,False,True
1796922853,6.743897,80.176348,3,1,A8,AA-Other,False,True
5693657962,7.293033,80.637749,3,2,A1;A9,AA-AA,True,True
257926316,7.286977,80.647817,3,1,A26,AA-Other,False,True
2078322240,7.294086,80.649867,3,1,A26,AA-Other,False,True
258025225,8.032095,80.772584,3,1,A11,AA-Other,False,True
3213759120,8.063832,80.8984,3,1,A11,AA-Other,False,True
258025517,7.857886,80.652269,3,1,A9,AA-Other,False,True
1651774036,7.86042,80.6522,3,1,A9,AA-Other,False,True
258049598,7.707253,80.653586,3,1,A9,AA-Other,False,True
258029159,7.260362,80.592677,3,1,A5,AA-Other,False,True
258029175,7.264192,80.59396,3,1,A1,AA-Other,False,True
2078331482,7.257836,80.590662,3,1,A5,AA-Other,False,True
3033937981,7.266131,80.596094,3,1,A1,AA-Other,False,True
258030081,6.873733,79.881906,3,1,A4,AA-Other,False,True
12741337236,6.878168,79.876635,3,1,A4,AA-Other,False,True
4582456531,6.870435,79.887024,4,1,A4,AA-Other,False,True
258049267,7.410153,80.609492,3,1,A9,AA-Other,False,True
3616502607,7.35703,80.617506,3,1,A9,AA-Other,False,True
1727358941,7.423959,80.610607,3,1,A9,AA-Other,False,True
258049379,7.465742,80.623776,3,1,A9,AA-Other,False,True
3662474367,7.465916,80.623432,4,1,A9,AA-Other,False,True
3620006922,7.449395,80.631013,3,1,A9,AA-Other,False,True
2083007820,7.466215,80.623293,3,1,A9,AA-Other,False,True
1980552001,7.480923,80.623403,3,1,A9,AA-Other,False,True
258049453,7.530715,80.625866,3,1,A9,AA-Other,False,True
3710121977,7.694751,80.652109,3,1,A9,AA-Other,False,True
258053453,6.908812,79.895278,3,1,A0,AA-Other,False,True
6230885416,6.909331,79.896049,4,1,A0,AA-Other,False,True
258523345,7.94556,80.999961,3,1,A11,AA-Other,False,True
2285202897,8.039304,80.905625,3,1,A11,AA-Other,False,True
6495594239,7.939704,81.000349,3,1,A11,AA-Other,False,True
263155217,7.214638,80.598026,3,1,A5,AA-Other,False,True
3591084262,7.166994,80.572465,3,1,A5,AA-Other,False,True
263179584,7.241126,80.593358,3,1,A5,AA-Other,False,True
1855322535,7.255015,80.58959,3,1,A5,AA-Other,False,True
268931354,6.885118,79.86683,3,1,A4,AA-Other,False,True
3742220438,6.890331,79.863723,3,1,A4,AA-Other,False,True
4011682730,6.882212,79.869528,3,1,A4,AA-Other,False,True
3355393361,6.911596,79.86463,3,1,A0,AA-Other,False,True
275517851,6.905166,79.905698,3,1,A0,AA-Other,False,True
663702778,6.903944,79.906832,3,1,A0,AA-Other,False,True
292783948,7.200907,79.853314,3,1,A3,AA-Other,False,True
403881177,7.205506,79.851177,4,1,A3,AA-Other,False,True
309033793,6.946793,80.214986,3,1,A4,AA-Other,False,True
3510278658,6.952221,80.212581,3,1,A4,AA-Other,False,True
3090078667,6.853357,80.26161,3,1,A4,AA-Other,False,True
3081634094,6.029926,80.241612,3,1,A2,AA-Other,False,True
310860950,6.685328,80.396078,3,2,A4;A8,AA-AA,True,True
3937837818,6.705202,80.38509,3,1,A4,AA-Other,False,True
5303300108,6.684363,80.396713,3,1,A4,AA-Other,False,True
1797858594,6.731728,80.27735,3,1,A8,AA-Other,False,True
310863031,6.583227,80.573172,3,1,A18,AA-Other,False,True
2152800310,6.583367,80.573141,3,1,A18,AA-Other,False,True
311128308,6.429705,79.999598,3,1,A2,AA-Other,False,True
1094458277,6.418923,80.002517,3,1,A2,AA-Other,False,True
1138480331,6.429825,79.999635,3,1,A2,AA-Other,False,True
313407297,7.253072,79.853639,3,1,A3,AA-Other,False,True
1478609150,7.253661,79.854847,3,1,A3,AA-Other,False,True
7786924226,7.126059,80.070689,4,1,A1,AA-Other,False,True
324969585,7.109221,80.048747,3,1,A1,AA-Other,False,True
7621971271,7.115771,80.055698,3,1,A1,AA-Other,False,True
324988637,6.978225,79.927387,4,1,A1,AA-Other,False,True
3864419806,6.978178,79.927346,3,1,A1,AA-Other,False,True
324988797,6.977972,79.927138,3,1,A1,AA-Other,False,True
733573148,6.975626,79.924702,3,1,A1,AA-Other,False,True
324994643,6.975689,79.924641,4,1,A1,AA-Other,False,True
3864419811,6.978281,79.927321,3,1,A1,AA-Other,False,True
324997495,6.966849,79.899849,4,1,A1,AA-Other,False,True
621175136,6.957377,79.889726,3,1,A1,AA-Other,False,True
324997506,6.95574,79.887733,3,1,A1,AA-Other,False,True
3431855628,6.955732,79.884039,3,1,A1,AA-Other,False,True
324998173,6.956038,79.882944,3,1,A1,AA-Other,False,True
2499137348,6.956498,79.882738,3,1,A1,AA-Other,False,True
325000016,6.957427,79.88965,4,1,A1,AA-Other,False,True
4476504845,6.9669,79.899754,3,1,A1,AA-Other,False,True
325003402,6.9606,79.881112,3,1,A3,AA-Other,False,True
1924772358,6.96006,79.88107,4,1,A3,AA-Other,False,True
325009601,6.956998,79.882522,3,1,A3,AA-Other,False,True
3431855608,6.956689,79.882853,4,1,A3,AA-Other,False,True
325011481,6.963759,79.881712,4,1,A3,AA-Other,False,True
3664895156,6.96076,79.881128,3,1,A3,AA-Other,False,True
403875118,6.908245,79.898965,4,1,A0,AA-Other,False,True
2064203704,7.214265,79.847174,4,1,A3,AA-Other,False,True
403899731,7.02177,79.899553,3,1,A3,AA-Other,False,True
403899740,6.990665,79.893185,4,1,A3,AA-Other,False,True
8112505448,7.015404,79.898343,3,1,A3,AA-Other,False,True
403899785,6.98125,79.888054,4,1,A3,AA-Other,False,True
3577871618,6.985667,79.889075,3,1,A3,AA-Other,False,True
445260233,7.059953,80.25984,3,1,A21,AA-Other,False,True
2087261005,7.072763,80.269014,3,1,A21,AA-Other,False,True
5153458215,7.04596,80.25379,3,1,A21,AA-Other,False,True
445969634,7.252045,80.435213,3,1,A1,AA-Other,False,True
3591964802,7.252078,80.435347,3,1,A1,AA-Other,False,True
570766494,7.25252,80.377078,3,1,A1,AA-Other,False,True
445970143,7.250499,80.362919,3,1,A1,AA-Other,False,True
4929241610,7.25078,80.367834,3,1,A1,AA-Other,False,True
3794028977,7.254567,80.352836,3,1,A1,AA-Other,False,True
566569982,8.321221,80.382335,3,1,A12,AA-Other,False,True
1181921887,8.32122,80.382,3,1,A12,AA-Other,False,True
5364431661,8.320194,80.392883,3,1,A12,AA-Other,False,True
566574620,8.341625,80.411734,3,1,A12,AA-Other,False,True
1981468985,8.335291,80.411006,3,1,A12,AA-Other,False,True
5785122163,8.342314,80.411876,3,1,A12,AA-Other,False,True
567011739,8.130774,80.56153,3,1,A9,AA-Other,False,True
8014319683,8.127337,80.562747,4,2,A11;A9,AA-AA,True,True
570765602,7.322519,80.622878,3,1,A10,AA-Other,False,True
3088508767,7.321903,80.624392,3,1,A10,AA-Other,False,True
3088508746,7.321851,80.624419,4,1,A10,AA-Other,False,True
570765771,7.327799,80.577971,3,1,A10,AA-Other,False,True
2131510192,7.331298,80.571024,3,1,A10,AA-Other,False,True
4929241606,7.250824,80.368325,3,1,A1,AA-Other,False,True
599347546,6.809813,79.882947,4,1,A2,AA-Other,False,True
7085525496,6.812723,79.880845,3,1,A2,AA-Other,False,True
602759879,8.336848,80.406344,3,1,A12,AA-Other,False,True
1146218640,8.33512,80.410581,3,1,A12,AA-Other,False,True
4137359440,8.332315,80.403262,3,1,A12,AA-Other,False,True
603240427,6.763807,80.913127,3,1,A4,AA-Other,False,True
1712466837,6.767411,80.847306,3,1,A4,AA-Other,False,True
603247200,5.973746,80.429341,3,1,A2,AA-Other,False,True
1397128195,5.973715,80.429562,3,1,A2,AA-Other,False,True
1397090864,5.973684,80.428191,3,1,A2,AA-Other,False,True
610951677,6.16363,81.162676,3,1,A2,AA-Other,False,True
5144316608,6.154959,81.148846,3,1,A2,AA-Other,False,True
1720902666,6.202636,81.196581,3,1,A2,AA-Other,False,True
10132667231,6.434831,81.130877,3,1,A2,AA-Other,False,True
610970078,6.255407,81.227095,3,1,A2,AA-Other,False,True
13055938742,6.25561,81.227078,3,1,A2,AA-Other,False,True
617806916,7.486847,80.36613,3,1,A10,AA-Other,False,True
5245953970,7.486781,80.366589,3,1,A10,AA-Other,False,True
9513937134,7.487053,80.365242,5,1,A10,AA-Other,False,True
3167641878,7.195687,80.153182,3,1,A1,AA-Other,False,True
617967898,7.229818,80.201567,3,1,A1,AA-Other,False,True
1427371978,7.226387,80.199136,3,1,A1,AA-Other,False,True
617967952,7.241352,80.211272,3,1,A1,AA-Other,False,True
7087535778,7.241308,80.211446,3,1,A1,AA-Other,False,True
617968149,7.250859,80.332131,3,2,A1;A19,AA-AA,True,True
13811688265,7.23533,80.310239,3,1,A1,AA-Other,False,True
4929242043,7.251396,80.334998,3,1,A1,AA-Other,False,True
3851353586,7.282882,80.324716,3,1,A19,AA-Other,False,True
618027759,6.912061,79.850941,3,1,A0,AA-Other,False,True
1963939812,6.912229,79.851458,4,1,A0,AA-Other,False,True
618273393,6.879391,79.859822,4,1,A2,AA-Other,False,True
9565952986,6.878286,79.860185,3,1,A2,AA-Other,False,True
618514963,6.910428,79.887889,3,1,A0,AA-Other,False,True
10219043311,6.910736,79.887521,3,1,A0,AA-Other,False,True
618514969,6.908558,79.895302,4,1,A0,AA-Other,False,True
4692166486,6.908283,79.894681,3,1,A0,AA-Other,False,True
618528183,6.909148,79.896233,5,1,A0,AA-Other,False,True
2122125311,6.908625,79.89541,4,1,A0,AA-Other,False,True
618604210,8.030379,79.828958,3,1,A10,AA-Other,False,True
1400433848,8.030225,79.830792,3,1,A10,AA-Other,False,True
619152165,6.903888,79.906778,4,1,A0,AA-Other,False,True
1429213457,6.905082,79.90564,4,1,A0,AA-Other,False,True
619152185,6.905983,79.904514,3,1,A0,AA-Other,False,True
1912464464,6.908093,79.899033,3,1,A0,AA-Other,False,True
619195381,6.881769,79.869884,3,1,A4,AA-Other,False,True
4011680781,6.881386,79.870062,3,1,A4,AA-Other,False,True
619195388,6.881768,79.869607,3,1,A4,AA-Other,False,True
619224223,6.940053,79.878341,3,1,A1,AA-Other,False,True
1863416593,6.940053,79.878213,4,1,A1,AA-Other,False,True
619224226,6.940168,79.878216,4,1,A1,AA-Other,False,True
1863416599,6.940167,79.878338,3,1,A1,AA-Other,False,True
12373680251,6.943379,79.878212,3,1,A1,AA-Other,False,True
619227137,6.93451,79.865816,3,1,A1,AA-Other,False,True
6407621053,6.934542,79.866125,4,1,A1,AA-Other,False,True
619883043,6.851684,80.032727,4,1,A4,AA-Other,False,True
619905141,7.066645,80.012222,3,1,A1,AA-Other,False,True
4790000816,7.06669,80.012246,3,1,A1,AA-Other,False,True
5565782276,6.847854,79.92572,3,1,A4,AA-Other,False,True
620529017,7.091863,79.888446,4,1,A3,AA-Other,False,True
4152530090,6.956005,79.888214,3,1,A1,AA-Other,False,True
635117662,6.911239,79.87744,4,1,A0,AA-Other,False,True
635164747,6.862331,79.863774,3,1,A2,AA-Other,False,True
7085690885,6.870752,79.862025,3,1,A2,AA-Other,False,True
910154883,6.8464,79.948503,4,1,A4,AA-Other,False,True
635166169,6.908445,79.893093,3,1,A0,AA-Other,False,True
4692166467,6.90851,79.894605,3,1,A0,AA-Other,False,True
635855735,6.869787,79.888192,4,1,A4,AA-Other,False,True
3354661040,6.869953,79.887793,3,1,A4,AA-Other,False,True
635855755,6.869922,79.888322,4,1,A4,AA-Other,False,True
635857021,6.869824,79.888584,3,1,A4,AA-Other,False,True
635857018,6.869667,79.888532,3,1,A4,AA-Other,False,True
635857020,6.870101,79.887853,3,1,A4,AA-Other,False,True
4582456543,6.869178,79.890003,4,1,A4,AA-Other,False,True
637009411,7.091884,79.993957,3,1,A33,AA-Other,False,True
4068148608,7.09217,79.993046,3,1,A33,AA-Other,False,True
5315988825,7.091609,79.994694,3,1,A33,AA-Other,False,True
637763018,7.101328,79.910678,3,1,A33,AA-Other,False,True
638969238,7.101272,79.910364,3,1,A33,AA-Other,False,True
667529248,7.091707,79.968874,3,1,A33,AA-Other,False,True
6006772899,6.845224,79.9298,3,1,A4,AA-Other,False,True
651637344,7.084894,79.893417,3,1,A33,AA-Other,False,True
1278169498,7.084803,79.893217,4,1,A33,AA-Other,False,True
7291030424,7.088295,79.89897,3,1,A33,AA-Other,False,True
651637359,7.084746,79.893093,3,1,A33,AA-Other,False,True
1278086605,7.081248,79.891203,3,1,A33,AA-Other,False,True
651747031,6.771567,79.885428,3,1,A2,AA-Other,False,True
3448778695,6.77937,79.883128,3,1,A2,AA-Other,False,True
2339320507,6.727044,79.905358,3,1,A2,AA-Other,False,True
652378597,6.714115,79.907514,3,1,A2,AA-Other,False,True
2339365431,6.720854,79.907377,3,1,A2,AA-Other,False,True
652384089,6.788103,79.885169,4,1,A2,AA-Other,False,True
1425700952,6.787945,79.885116,4,1,A2,AA-Other,False,True
652533088,6.911002,79.8816,4,1,A0,AA-Other,False,True
3150421800,6.911237,79.877535,4,1,A0,AA-Other,False,True
658424660,7.034867,79.990667,4,1,A1,AA-Other,False,True
2028303947,7.02709,79.98083,3,1,A1,AA-Other,False,True
662848124,6.909376,79.896134,4,1,A0,AA-Other,False,True
3574703794,6.909482,79.896765,3,1,A0,AA-Other,False,True
4817216282,6.903517,79.909655,3,1,A0,AA-Other,False,True
665214512,6.911433,79.849602,3,2,A0;A2,AA-AA,True,True
665214513,6.91178,79.850089,4,2,A0;A2,AA-AA,True,True
4515020730,6.914118,79.848739,3,1,A2,AA-Other,False,True
665240022,6.927458,79.849649,4,1,A4,AA-Other,False,True
255040405,6.931985,79.846809,3,1,A4,AA-Other,False,True
2339326612,6.726637,79.905283,3,1,A2,AA-Other,False,True
665685929,6.779757,79.883117,5,1,A2,AA-Other,False,True
1418994146,6.779806,79.88305,3,1,A2,AA-Other,False,True
6266463975,6.779609,79.883205,3,1,A2,AA-Other,False,True
665686664,6.944901,79.878404,3,1,A1,AA-Other,False,True
2925773146,6.91081,79.849845,3,1,A2,AA-Other,False,True
667426156,7.12612,80.070626,3,1,A1,AA-Other,False,True
667536145,7.092109,79.970919,3,1,A33,AA-Other,False,True
3289420458,7.09278,79.989979,3,1,A33,AA-Other,False,True
678334663,6.897381,79.859768,3,1,A4,AA-Other,False,True
678334730,6.897593,79.859867,3,1,A4,AA-Other,False,True
678334679,6.897152,79.859956,3,1,A4,AA-Other,False,True
678335411,6.896744,79.859923,3,1,A4,AA-Other,False,True
678334696,6.897076,79.85977,4,1,A4,AA-Other,False,True
678334722,6.897461,79.860061,4,1,A4,AA-Other,False,True
678334735,6.897663,79.859903,3,1,A4,AA-Other,False,True
3742192393,6.892317,79.862299,3,1,A4,AA-Other,False,True
13425538963,6.896899,79.859847,3,1,A4,AA-Other,False,True
6535741179,6.968467,79.910777,3,1,A1,AA-Other,False,True
843513352,7.091148,79.996304,3,1,A33,AA-Other,False,True
5315988823,7.091521,79.994835,3,1,A33,AA-Other,False,True
843513354,7.091076,79.998107,3,1,A33,AA-Other,False,True
3891382236,7.091094,79.997469,3,1,A33,AA-Other,False,True
13682136255,6.841672,79.964346,3,1,A4,AA-Other,False,True
912268077,6.665621,80.431593,3,1,A4,AA-Other,False,True
4851065489,6.623671,80.542844,3,1,A4,AA-Other,False,True
1694691223,6.682145,80.409801,3,1,A4,AA-Other,False,True
937249756,7.281662,80.666144,3,1,A26,AA-Other,False,True
2382076784,7.281311,80.666321,3,1,A26,AA-Other,False,True
4177584096,7.281451,80.66643,3,1,A26,AA-Other,False,True
2382152045,7.2943,80.650003,3,1,A26,AA-Other,False,True
937250000,7.28157,80.670853,3,1,A26,AA-Other,False,True
2382076798,7.281408,80.666698,3,1,A26,AA-Other,False,True
2334261008,7.299184,80.73469,3,1,A26,AA-Other,False,True
970058024,5.945333,80.548819,3,1,A2,AA-Other,False,True
12328410054,5.944945,80.548892,4,1,A2,AA-Other,False,True
974346527,6.9066,81.558921,3,1,A4,AA-Other,False,True
2418603889,6.873071,81.350552,3,1,A4,AA-Other,False,True
6695208837,6.906732,81.559254,3,1,A4,AA-Other,False,True
1028522566,8.305399,80.448846,3,1,A13,AA-Other,False,True
1028522781,8.307717,80.47305,3,1,A13,AA-Other,False,True
1028522572,8.309835,80.42309,3,1,A13,AA-Other,False,True
1401472757,8.324067,80.414093,3,1,A13,AA-Other,False,True
3518418196,8.274289,80.49989,3,1,A13,AA-Other,False,True
1039403582,6.903355,79.910283,3,1,A0,AA-Other,False,True
3502106859,6.903301,79.907376,3,1,A0,AA-Other,False,True
1039412973,6.903319,79.910703,4,1,A0,AA-Other,False,True
1668906602,6.903328,79.910624,4,1,A0,AA-Other,False,True
1039421894,6.903384,79.910634,4,1,A0,AA-Other,False,True
1637717826,6.338512,80.02898,3,1,A2,AA-Other,False,True
1720491739,6.760291,81.247046,4,1,A4,AA-Other,False,True
1138324553,6.585421,79.960575,3,1,A2,AA-Other,False,True
1138325594,6.578664,79.962626,3,1,A2,AA-Other,False,True
1667080259,6.594047,79.959085,3,1,A2,AA-Other,False,True
7103760769,6.608372,79.952666,4,1,A2,AA-Other,False,True
10130181940,6.571483,79.965174,3,1,A2,AA-Other,False,True
1614298412,6.43034,79.999534,3,1,A2,AA-Other,False,True
2835617079,8.335098,80.410863,4,1,A12,AA-Other,False,True
1147030351,7.672213,81.733975,3,1,A4,AA-Other,False,True
1883639101,7.661943,81.740424,3,1,A4,AA-Other,False,True
2011981296,6.955391,81.031488,3,1,A5,AA-Other,False,True
1862815989,6.918239,80.098665,3,1,A4,AA-Other,False,True
